id,Suburb,Type,Method,Real_Estate_Agent,Distance,Postcode,Number_of_Bedroom,Number_of_Bathroom,Number_of_Carpark,Latitude,Longitude,Median_rent_weekly
5133,Port Melbourne,h,SP,Greg,3.5,3207,3,2,0,-37.836,144.93701,540
5134,Port Melbourne,h,PI,Marshall,3.5,3207,3,1,2,-37.83452,144.93586,540
5135,Port Melbourne,t,SP,Marshall,3.5,3207,4,3,2,-37.83349,144.9484,540
5136,Port Melbourne,h,S,Greg,3.5,3207,3,3,1,-37.83706,144.9479,540
5137,Port Melbourne,h,PI,Buxton,3.5,3207,4,2,3,-37.83964,144.935,540
5138,Port Melbourne,h,S,Biggin,3.5,3207,3,2,2,-37.83898,144.92723,540
5139,Port Melbourne,h,PI,Marshall,3.5,3207,4,2,1,-37.833,144.9381,540
5140,Port Melbourne,h,VB,Greg,3.5,3207,2,2,1,-37.83705,144.94515,540
5141,Port Melbourne,h,PI,Marshall,3.5,3207,5,3,0,-37.83805,144.94761,540
5142,Port Melbourne,h,S,Greg,3.5,3207,3,1,2,-37.83398,144.93968,540
5143,Port Melbourne,h,PI,Cayzer,3.5,3207,2,1,1,-37.83212,144.94331,540
5144,Port Melbourne,h,VB,Greg,3.5,3207,2,1,1,-37.8393,144.93858,540
5145,Port Melbourne,h,SP,Biggin,3.5,3207,3,2,2,-37.83868,144.93181,540
5146,Prahran,u,S,hockingstuart,4.5,3181,1,1,1,-37.8486,144.9872,420
5147,Prahran,h,PI,hockingstuart,4.5,3181,2,1,1,-37.8503,144.9913,420
5148,Prahran,u,S,Wilson,4.5,3181,2,1,1,-37.8511,145.0029,420
5149,Prahran,u,S,hockingstuart,4.5,3181,1,1,1,-37.8519,144.9948,420
5150,Prahran,u,S,hockingstuart,4.5,3181,1,1,1,-37.851,144.988,420
5151,Prahran,u,S,Biggin,4.5,3181,1,1,1,-37.857,145.0027,420
5152,Prahran,u,S,hockingstuart,4.5,3181,3,2,2,-37.847,144.9936,420
5153,Prahran,u,PI,hockingstuart,4.5,3181,2,2,1,-37.8496,144.9905,420
5154,Prahran,u,S,Edward,4.5,3181,2,1,1,-37.8516,144.9943,420
5155,Prahran,u,VB,hockingstuart,4.5,3181,1,1,1,-37.8595,145.0076,420
5156,Prahran,t,PI,Marshall,4.5,3181,2,2,1,-37.8526,145.0071,420
5157,Prahran,h,S,Marshall,4.5,3181,2,1,0,-37.852,145.0061,420
5158,Prahran,h,S,Beller,4.5,3181,2,1,0,-37.8512,145.0053,420
5159,Prahran,u,SP,Sotheby's,4.5,3181,2,1,1,-37.8493,145.0006,420
5160,Prahran,u,PI,Biggin,4.5,3181,2,1,1,-37.8581,145.0017,420
5161,Prahran,h,S,Biggin,4.5,3181,2,1,1,-37.8526,145.0033,420
5162,Prahran,h,S,Marshall,4.5,3181,2,1,2,-37.8492,145.0019,420
5163,Prahran,h,S,Biggin,4.5,3181,2,1,0,-37.8557,145.0053,420
5164,Prahran,h,PI,hockingstuart,4.5,3181,2,1,1,-37.8525,145.0071,420
5165,Prahran,u,VB,Jellis,4.5,3181,2,1,1,-37.851,144.988,420
5166,Prahran,h,VB,Beller,4.5,3181,2,1,2,-37.8501,144.9995,420
5167,Prahran,u,S,hockingstuart,4.5,3181,2,2,1,-37.847,144.9936,420
5168,Prahran,u,VB,hockingstuart,4.5,3181,2,1,1,-37.8588,145.0024,420
5169,Prahran,u,S,Dingle,4.5,3181,2,1,1,-37.8506,144.9919,420
5170,Prahran,h,S,Beller,4.5,3181,2,1,0,-37.8501,144.9953,420
5171,Prahran,h,S,Gary,4.5,3181,2,1,1,-37.8543,145.0024,420
5172,Prahran,t,VB,Marshall,4.5,3181,3,2,3,-37.8526,145.0106,420
5173,Prahran,t,S,Jellis,4.5,3181,2,2,1,-37.8481,144.9869,420
5174,Prahran,h,S,Biggin,4.5,3181,3,2,1,-37.8544,145.0038,420
5175,Prahran,h,S,Jellis,4.5,3181,2,1,0,-37.8577,145.0053,420
5176,Prahran,h,S,Marshall,4.5,3181,3,2,2,-37.8562,145.0042,420
5177,Prahran,h,S,Marshall,4.5,3181,3,2,1,-37.85,144.9876,420
5178,Prahran,h,S,Marshall,4.5,3181,2,1,0,-37.8572,145.0066,420
5179,Prahran,u,S,Geoff,4.5,3181,2,2,1,-37.8598,145.0097,420
5180,Prahran,h,S,Jellis,4.5,3181,2,1,1,-37.8479,144.9988,420
5181,Prahran,h,S,Marshall,4.5,3181,3,1,1,-37.8467,144.9894,420
5182,Prahran,h,S,Marshall,4.5,3181,2,2,2,-37.8476,144.9892,420
5183,Prahran,h,S,Jellis,4.5,3181,3,2,1,-37.8553,145.007,420
5184,Prahran,h,S,hockingstuart,4.5,3181,3,2,1,-37.8517,145.0056,420
5185,Prahran,h,S,Jellis,4.5,3181,3,2,0,-37.8519,145.0055,420
5186,Windsor,u,VB,Jellis,5.1,3181,2,2,1,-37.8558,144.9903,420
5187,Windsor,h,S,Marshall,5.1,3181,3,1,4,-37.8528,144.9994,420
5188,Windsor,u,S,Hodges,5.1,3181,2,1,1,-37.8564,144.9971,420
5189,Windsor,u,S,Fletchers,5.1,3181,2,1,1,-37.8577,145.0002,420
5190,Windsor,u,VB,Gary,5.1,3181,1,1,1,-37.8564,145.0016,420
5191,Windsor,h,S,Biggin,5.1,3181,3,2,1,-37.8556,144.995,420
5192,Windsor,h,S,Paul,5.1,3181,3,1,2,-37.856,144.9891,420
5193,Windsor,u,S,Marshall,5.1,3181,1,1,1,-37.8568,145.0004,420
5194,Windsor,u,PI,Noel,5.1,3181,1,1,1,-37.8571,144.9979,420
5195,Windsor,u,VB,hockingstuart,5.1,3181,2,1,1,-37.8555,145.0018,420
5196,Windsor,h,PI,Marshall,5.1,3181,2,2,2,-37.8543,144.9939,420
5197,Windsor,u,S,Biggin,5.1,3181,2,1,1,-37.8559,144.999,420
5198,Windsor,h,S,Jellis,5.1,3181,2,1,2,-37.8518,144.9868,420
5199,Windsor,u,S,hockingstuart,5.1,3181,3,2,2,-37.8526,144.9977,420
5200,Windsor,u,SP,Jellis,5.1,3181,2,2,1,-37.8563,144.9916,420
5201,Windsor,u,SP,hockingstuart,5.1,3181,2,1,1,-37.8554,145.0018,420
5202,Windsor,u,S,Beller,5.1,3181,2,1,1,-37.8552,145.0005,420
5203,Windsor,h,S,Jellis,5.1,3181,2,1,1,-37.8522,144.986,420
5204,Windsor,h,S,Marshall,5.1,3181,3,3,1,-37.8525,144.9881,420
5205,Prahran,u,S,Gary,4.5,3181,2,1,1,-37.8513,144.9943,420
5206,Prahran,u,SP,Thomson,4.5,3181,2,1,1,-37.8542,145.0024,420
5207,Prahran,u,S,hockingstuart,4.5,3181,2,1,1,-37.8538,145.0088,420
5208,Prahran,u,S,hockingstuart,4.5,3181,2,1,1,-37.8508,144.9874,420
5209,Prahran,h,PI,hockingstuart,4.5,3181,1,1,0,-37.8508,145.0051,420
5210,Windsor,u,S,hockingstuart,5.1,3181,2,1,1,-37.8559,144.999,420
5211,Windsor,u,SP,Woodards,5.1,3181,2,1,1,-37.8582,144.9979,420
5212,Windsor,u,SP,Kay,5.1,3181,1,1,0,-37.8508,144.984,420
5213,Prahran,h,VB,Jellis,4.6,3181,3,2,0,-37.84957,144.9889,420
5214,Prahran,u,SP,Castran,4.6,3181,1,1,1,-37.85012,144.99225,420
5215,Prahran,h,VB,RT,4.6,3181,4,2,2,-37.84961,145.00248,420
5216,Prahran,u,S,hockingstuart,4.6,3181,2,1,1,-37.85931,145.00616,420
5217,Prahran,u,S,Jellis,4.6,3181,2,2,1,-37.85184,145.01049,420
5218,Windsor,h,S,hockingstuart,4.6,3181,2,1,1,-37.85542,144.99571,420
5219,Windsor,h,PI,Kay,4.6,3181,3,2,2,-37.85679,145.00089,420
5220,Prahran,u,S,Biggin,4.6,3181,2,1,1,-37.85931,145.00616,420
5221,Prahran,u,S,Marshall,4.6,3181,2,1,1,-37.85163,144.9943,420
5222,Prahran,h,VB,Biggin,4.6,3181,2,1,0,-37.84998,144.99499,420
5223,Windsor,u,S,Buxton,4.6,3181,1,1,1,-37.85687,144.99748,420
5224,Prahran,h,S,Jellis,4.6,3181,4,2,2,-37.85565,145.00839,420
5225,Prahran,h,S,Biggin,4.6,3181,2,1,0,-37.85562,145.00571,420
5226,Prahran,u,VB,hockingstuart,4.6,3181,1,1,2,-37.85126,145.00832,420
5227,Prahran,h,S,Marshall,4.6,3181,4,2,2,-37.85768,145.00254,420
5228,Prahran,u,S,hockingstuart,4.6,3181,2,1,2,-37.85059,144.99188,420
5229,Prahran,u,SP,hockingstuart,4.6,3181,2,1,1,-37.85924,145.00563,420
5230,Windsor,u,PI,hockingstuart,4.6,3181,2,1,1,-37.85581,144.99025,420
5231,Prahran,h,S,hockingstuart,4.6,3181,3,1,0,-37.85793,145.00734,420
5232,Windsor,h,S,Jellis,4.6,3181,3,1,1,-37.85277,144.98485,420
5233,Prahran,h,S,Marshall,4.6,3181,3,2,1,-37.85257,145.00296,420
5234,Prahran,t,S,Jellis,4.6,3181,3,2,2,-37.84969,145.00057,420
5235,Prahran,h,S,Jellis,4.6,3181,3,1,1,-37.85213,145.00683,420
5236,Prahran,h,PI,hockingstuart,4.6,3181,2,1,0,-37.8518,145.0032,420
5237,Prahran,h,SP,Kay,4.6,3181,3,2,1,-37.8513,145.0089,420
5238,Prahran,h,S,hockingstuart,4.6,3181,3,1,1,-37.85391,145.00733,420
5239,Prahran,h,SP,Jellis,4.6,3181,3,2,0,-37.85122,145.00514,420
5240,Windsor,h,VB,Gary,4.6,3181,4,2,2,-37.85688,144.99854,420
5241,Prahran,h,VB,Jellis,4.6,3181,3,3,1,-37.85014,145.00672,420
5242,Prahran,h,S,Biggin,4.6,3181,2,2,0,-37.85277,145.00129,420
5243,Prahran,h,VB,Marshall,4.6,3181,3,2,2,-37.85047,145.00206,420
5244,Preston,h,S,Harcourts,8.8,3072,3,1,2,-37.7419,145.0049,392
5245,Preston,h,S,Ray,8.8,3072,4,2,2,-37.7369,144.9905,392
5246,Preston,h,S,hockingstuart,8.8,3072,3,1,0,-37.7428,145.0081,392
5247,Preston,t,S,Barry,8.8,3072,2,1,1,-37.7343,145.0025,392
5248,Preston,h,S,Nelson,8.8,3072,2,1,3,-37.7508,145.0209,392
5249,Preston,h,SP,Ray,8.8,3072,3,1,2,-37.7318,145.0192,392
5250,Preston,u,S,hockingstuart,8.8,3072,3,1,1,-37.7322,145.0318,392
5251,Preston,h,S,Barry,8.8,3072,2,1,1,-37.7384,145.0058,392
5252,Preston,h,PI,hockingstuart,8.8,3072,2,1,2,-37.7373,145.0237,392
5253,Preston,h,S,hockingstuart,8.8,3072,3,1,2,-37.7418,144.9934,392
5254,Preston,h,S,hockingstuart,8.8,3072,3,1,2,-37.7441,145.0221,392
5255,Preston,h,S,hockingstuart,8.8,3072,3,1,2,-37.7359,144.985,392
5256,Preston,h,S,Ray,8.8,3072,4,2,2,-37.7379,144.9851,392
5257,Preston,h,S,Nelson,8.8,3072,2,1,2,-37.7442,145.0168,392
5258,Preston,h,S,hockingstuart,8.8,3072,3,1,2,-37.7307,145.0094,392
5259,Preston,h,VB,hockingstuart,8.8,3072,3,1,3,-37.739,145.0238,392
5260,Preston,h,S,Nelson,8.8,3072,2,1,1,-37.7352,144.9852,392
5261,Preston,h,SP,Nelson,8.8,3072,4,3,2,-37.7365,145.0173,392
5262,Preston,u,S,Nelson,8.8,3072,2,1,1,-37.7514,145.0118,392
5263,Preston,h,S,Barry,8.8,3072,3,1,1,-37.7512,145.017,392
5264,Preston,h,S,Love,8.8,3072,2,1,3,-37.7437,144.9995,392
5265,Preston,h,S,Love,8.8,3072,3,1,1,-37.7279,144.9849,392
5266,Preston,u,S,Nelson,8.8,3072,2,1,1,-37.7306,144.9993,392
5267,Preston,h,SP,Love,8.8,3072,3,1,1,-37.745,145.0139,392
5268,Preston,h,PI,Barry,8.8,3072,2,1,1,-37.7462,145.0044,392
5269,Preston,h,SP,hockingstuart,8.8,3072,2,2,2,-37.7497,145.011,392
5270,Preston,h,S,Harcourts,8.8,3072,3,2,1,-37.7425,145.014,392
5271,Preston,h,S,Nelson,8.8,3072,2,1,2,-37.7345,144.9977,392
5272,Preston,h,PI,Harcourts,8.8,3072,3,1,1,-37.7511,144.9907,392
5273,Preston,h,VB,Jellis,8.8,3072,4,2,2,-37.7347,144.9966,392
5274,Preston,t,S,Harcourts,8.8,3072,2,1,1,-37.7479,145.0153,392
5275,Preston,u,S,Nelson,8.8,3072,2,1,1,-37.7377,144.9899,392
5276,Preston,h,S,Nelson,8.8,3072,2,1,2,-37.733,144.9961,392
5277,Preston,h,SP,Nelson,8.8,3072,2,2,1,-37.7495,145.0092,392
5278,Preston,t,S,Nelson,8.8,3072,3,2,2,-37.7287,144.9869,392
5279,Preston,h,S,Jellis,8.8,3072,2,2,1,-37.7443,145.0015,392
5280,Preston,h,SP,Barry,8.8,3072,2,1,1,-37.738,145.0064,392
5281,Preston,h,S,hockingstuart,8.8,3072,3,2,2,-37.7336,144.9958,392
5282,Preston,h,S,Nelson,8.8,3072,2,1,1,-37.7455,144.9954,392
5283,Preston,h,S,hockingstuart,8.8,3072,2,1,1,-37.7484,144.9886,392
5284,Preston,h,PI,Barry,8.8,3072,9,8,7,-37.7367,144.9895,392
5285,Preston,h,S,hockingstuart,8.8,3072,3,1,2,-37.7476,144.9842,392
5286,Preston,u,PI,Nelson,8.8,3072,1,1,1,-37.7441,144.9999,392
5287,Preston,h,S,Nelson,8.8,3072,2,1,3,-37.74,144.9821,392
5288,Preston,u,SP,Jellis,8.8,3072,2,2,1,-37.7476,145.0026,392
5289,Preston,u,S,Love,8.8,3072,2,1,1,-37.7351,145.0323,392
5290,Preston,h,S,Barry,8.8,3072,3,1,2,-37.7366,145.0063,392
5291,Preston,h,S,Ray,8.8,3072,3,1,2,-37.7521,145.0114,392
5292,Preston,h,S,Nelson,8.8,3072,2,1,1,-37.7423,145.0105,392
5293,Preston,h,S,Barry,8.8,3072,2,2,1,-37.7481,145.0017,392
5294,Preston,h,S,Nelson,8.8,3072,2,1,1,-37.7348,144.9852,392
5295,Preston,h,S,hockingstuart,8.8,3072,4,1,2,-37.7371,145.0111,392
5296,Preston,h,S,Love,8.8,3072,3,1,0,-37.7423,145.0097,392
5297,Preston,h,PI,Nelson,8.8,3072,3,1,1,-37.7361,145.0093,392
5298,Preston,h,S,Ray,8.8,3072,4,2,1,-37.7369,145.0201,392
5299,Preston,h,S,Ray,8.8,3072,4,2,1,-37.7506,144.9847,392
5300,Preston,h,S,RW,8.8,3072,4,1,2,-37.7346,145.0164,392
5301,Preston,h,SP,Nelson,8.8,3072,2,1,1,-37.7436,145.0191,392
5302,Preston,u,S,Harcourts,8.8,3072,2,1,1,-37.7523,145.0091,392
5303,Preston,h,S,Nelson,8.8,3072,3,2,2,-37.7507,144.9921,392
5304,Preston,h,S,hockingstuart,8.8,3072,3,1,2,-37.743,144.9914,392
5305,Preston,h,SP,Love,8.8,3072,3,1,2,-37.7392,145.0163,392
5306,Preston,h,S,Nelson,8.8,3072,3,2,1,-37.7302,144.998,392
5307,Preston,h,PI,hockingstuart,8.8,3072,4,1,2,-37.7395,144.9843,392
5308,Preston,h,PI,hockingstuart,8.8,3072,3,3,2,-37.75,144.9846,392
5309,Preston,h,PI,Barry,8.8,3072,3,2,2,-37.732,145.0209,392
5310,Preston,h,S,Barry,8.8,3072,3,2,2,-37.736,145.0033,392
5311,Preston,h,S,Barry,8.8,3072,3,2,3,-37.7438,144.9971,392
5312,Preston,h,S,Nelson,8.8,3072,3,2,2,-37.7336,145.0022,392
5313,Preston,h,PI,hockingstuart,8.8,3072,3,2,2,-37.7334,144.9873,392
5314,Preston,h,S,Nelson,8.8,3072,4,1,2,-37.7506,144.99,392
5315,Preston,h,VB,Nelson,8.8,3072,3,1,3,-37.7373,144.9864,392
5316,Preston,h,S,hockingstuart,8.8,3072,3,1,1,-37.7341,145.0275,392
5317,Preston,h,S,RW,8.8,3072,3,1,2,-37.7536,145.0191,392
5318,Preston,h,S,Nelson,8.8,3072,3,2,4,-37.7344,145.0208,392
5319,Preston,u,SP,Brad,8.8,3072,1,1,1,-37.7316,145.0201,392
5320,Preston,h,PI,hockingstuart,8.4,3072,5,2,2,-37.73472,144.99658,392
5321,Preston,h,PI,Love,8.4,3072,4,1,2,-37.73935,145.01517,392
5322,Preston,h,S,Love,8.4,3072,3,1,2,-37.73912,145.01298,392
5323,Preston,h,S,McGrath,8.4,3072,3,1,2,-37.74946,145.00875,392
5324,Preston,h,S,Nelson,8.4,3072,3,2,2,-37.74794,144.99111,392
5325,Preston,h,S,Barry,8.4,3072,3,1,2,-37.73314,145.03437,392
5326,Preston,h,S,Nelson,8.4,3072,3,1,1,-37.73443,145.00201,392
5327,Preston,h,S,Nelson,8.4,3072,3,1,1,-37.74739,145.00934,392
5328,Preston,h,PI,McGrath,8.4,3072,4,1,1,-37.74955,145.00949,392
5329,Preston,h,S,McGrath,8.4,3072,3,2,3,-37.75335,145.01642,392
5330,Preston,h,S,RW,8.4,3072,5,3,4,-37.75017,145.01204,392
5331,Preston,h,VB,Nelson,8.4,3072,3,3,2,-37.75026,144.98428,392
5332,Preston,h,PI,Haughton,8.4,3072,3,1,2,-37.74528,145.01987,392
5333,Preston,h,S,McGrath,8.4,3072,3,1,2,-37.74244,145.02006,392
5334,Preston,h,S,Woodards,8.4,3072,3,1,2,-37.73261,144.99535,392
5335,Preston,h,SP,Nelson,8.4,3072,5,2,2,-37.73645,144.98715,392
5336,Preston,h,S,Holland,8.4,3072,2,1,3,-37.75308,145.01464,392
5337,Preston,h,S,Nelson,8.4,3072,4,1,2,-37.72879,144.98538,392
5338,Preston,u,PI,hockingstuart,8.4,3072,1,1,1,-37.74495,144.99322,392
5339,Preston,u,S,Harcourts,8.4,3072,1,1,1,-37.74144,144.99326,392
5340,Preston,u,SP,Woodards,8.4,3072,1,1,1,-37.74679,145.01394,392
5341,Preston,h,S,Harrington,8.4,3072,3,1,3,-37.73724,145.00984,392
5342,Preston,h,S,McGrath,8.4,3072,4,1,2,-37.74684,144.9933,392
5343,Preston,h,S,Nelson,8.4,3072,3,1,2,-37.75049,145.02099,392
5344,Preston,h,SP,Nelson,8.4,3072,3,1,2,-37.75277,145.00734,392
5345,Preston,h,S,Nelson,8.4,3072,4,2,3,-37.73661,145.01725,392
5346,Preston,h,PI,hockingstuart,8.4,3072,3,1,2,-37.73184,145.0079,392
5347,Preston,h,S,hockingstuart,8.4,3072,2,1,4,-37.73664,145.02375,392
5348,Preston,u,SP,Love,8.4,3072,2,1,1,-37.73543,145.0162,392
5349,Preston,h,S,Stockdale,8.4,3072,3,1,1,-37.73674,145.02418,392
5350,Preston,h,S,Harcourts,8.4,3072,4,2,2,-37.74975,144.99115,392
5351,Preston,h,SP,Love,8.4,3072,2,1,2,-37.73226,145.0146,392
5352,Preston,h,S,Nelson,8.4,3072,5,2,2,-37.73258,145.01356,392
5353,Preston,h,SP,McGrath,8.4,3072,4,2,2,-37.74587,144.99245,392
5354,Preston,h,S,RW,8.4,3072,3,1,4,-37.74138,145.02029,392
5355,Preston,h,S,Nelson,8.4,3072,3,2,1,-37.74752,145.00087,392
5356,Preston,h,S,Nelson,8.4,3072,3,1,2,-37.73227,144.99533,392
5357,Preston,h,VB,Barry,8.4,3072,2,1,2,-37.7443,145.01791,392
5358,Preston,t,SP,Jellis,8.4,3072,3,2,2,-37.73771,144.9881,392
5359,Preston,t,S,Ray,8.4,3072,2,1,2,-37.74542,145.00086,392
5360,Preston,h,S,Nelson,8.4,3072,3,1,1,-37.74064,145.00746,392
5361,Preston,h,PI,McGrath,8.4,3072,3,2,1,-37.74731,145.00751,392
5362,Preston,h,SP,McGrath,8.4,3072,5,3,2,-37.7374,144.99115,392
5363,Preston,h,PI,Woodards,8.4,3072,4,1,3,-37.74189,144.98967,392
5364,Reservoir,u,S,Ray,11.2,3073,3,1,1,-37.7019,145.0256,360
5365,Reservoir,u,PI,Ray,11.2,3073,2,1,1,-37.708,145.0181,360
5366,Reservoir,h,S,Barry,11.2,3073,3,1,2,-37.7292,145.0214,360
5367,Reservoir,u,SP,Barry,11.2,3073,2,1,1,-37.7101,145.0223,360
5368,Reservoir,h,S,Ray,11.2,3073,3,1,1,-37.7299,145.0242,360
5369,Reservoir,u,S,Stockdale,11.2,3073,2,1,1,-37.7166,144.9911,360
5370,Reservoir,h,S,Nelson,11.2,3073,3,1,1,-37.7139,145.0215,360
5371,Reservoir,h,S,hockingstuart,11.2,3073,3,2,2,-37.7262,145.0177,360
5372,Reservoir,t,S,Nelson,11.2,3073,2,1,1,-37.713,145.0108,360
5373,Reservoir,h,S,Barry,11.2,3073,3,1,2,-37.7286,145.0059,360
5374,Reservoir,h,S,Harcourts,11.2,3073,3,2,4,-37.7266,145.0004,360
5375,Reservoir,h,S,Ray,11.2,3073,2,1,1,-37.7182,145.0161,360
5376,Reservoir,h,S,Barry,11.2,3073,3,1,5,-37.7093,145.0012,360
5377,Reservoir,h,PI,Barry,11.2,3073,3,1,2,-37.6946,144.9962,360
5378,Reservoir,h,SP,Ray,11.2,3073,3,2,3,-37.705,145.0216,360
5379,Reservoir,h,PI,Barry,11.2,3073,2,1,1,-37.7273,145.0254,360
5380,Reservoir,u,S,Barry,11.2,3073,2,1,1,-37.711,145.0027,360
5381,Reservoir,t,S,Nelson,11.2,3073,3,2,1,-37.7293,145.0216,360
5382,Reservoir,h,PI,hockingstuart,11.2,3073,1,1,1,-37.7025,144.9887,360
5383,Reservoir,h,PI,Barry,11.2,3073,3,2,1,-37.7132,145.0075,360
5384,Reservoir,u,S,Love,11.2,3073,2,1,1,-37.719,145.0014,360
5385,Reservoir,h,S,hockingstuart,11.2,3073,4,2,2,-37.6926,144.9861,360
5386,Reservoir,h,S,Nelson,11.2,3073,3,2,3,-37.7271,144.9968,360
5387,Reservoir,h,S,McGrath,11.2,3073,4,2,3,-37.721,144.9952,360
5388,Reservoir,u,S,Love,11.2,3073,2,1,1,-37.7283,145.0207,360
5389,Reservoir,h,S,Barry,11.2,3073,4,1,1,-37.726,145.0044,360
5390,Reservoir,h,S,Ray,11.2,3073,3,3,2,-37.7154,144.9962,360
5391,Reservoir,u,S,Nelson,11.2,3073,2,1,1,-37.7177,144.9917,360
5392,Reservoir,t,PI,Nelson,11.2,3073,3,2,1,-37.7036,145.0145,360
5393,Reservoir,t,S,Ray,11.2,3073,3,1,1,-37.702,145.0148,360
5394,Reservoir,u,SP,Ray,11.2,3073,2,1,2,-37.709,145.0219,360
5395,Reservoir,h,SP,Nelson,11.2,3073,3,1,3,-37.7099,144.9938,360
5396,Reservoir,t,S,Ray,11.2,3073,2,1,1,-37.7059,145.0115,360
5397,Reservoir,u,SP,Barry,11.2,3073,3,1,1,-37.7272,145.0057,360
5398,Reservoir,h,S,Nelson,11.2,3073,2,1,3,-37.721,144.9885,360
5399,Reservoir,h,PI,Ray,11.2,3073,3,1,1,-37.7125,145.022,360
5400,Reservoir,u,S,Darren,11.2,3073,2,1,1,-37.7043,145.0277,360
5401,Reservoir,u,S,Love,11.2,3073,2,1,1,-37.7167,145.0001,360
5402,Reservoir,h,SP,Nelson,11.2,3073,3,1,2,-37.7196,144.9899,360
5403,Reservoir,h,S,Nelson,11.2,3073,2,1,2,-37.71,145.0082,360
5404,Reservoir,t,S,Nelson,11.2,3073,2,1,1,-37.7091,145.0255,360
5405,Reservoir,h,PI,Ray,11.2,3073,3,2,2,-37.7257,145.0243,360
5406,Reservoir,h,SP,Barry,11.2,3073,3,1,1,-37.7107,145.0317,360
5407,Reservoir,t,PI,Barry,11.2,3073,2,1,1,-37.7171,145.0019,360
5408,Reservoir,u,SP,Harcourts,11.2,3073,1,1,2,-37.7175,145.0081,360
5409,Reservoir,h,PI,Ray,11.2,3073,4,2,4,-37.6945,144.992,360
5410,Reservoir,t,S,Nelson,11.2,3073,2,1,1,-37.7139,145.0198,360
5411,Reservoir,u,S,Ray,11.2,3073,3,1,1,-37.6957,145.0161,360
5412,Reservoir,u,PI,Barry,11.2,3073,2,1,1,-37.7064,145.0264,360
5413,Reservoir,u,SP,Love,11.2,3073,2,1,1,-37.7112,144.9989,360
5414,Reservoir,h,S,Barry,11.2,3073,3,1,2,-37.728,145.0352,360
5415,Reservoir,u,PI,Ray,11.2,3073,3,1,1,-37.7092,145.0274,360
5416,Reservoir,u,S,Stockdale,11.2,3073,2,1,1,-37.708,145.0223,360
5417,Reservoir,h,S,hockingstuart,11.2,3073,3,1,1,-37.6974,145.0213,360
5418,Reservoir,h,SP,Ray,11.2,3073,2,1,1,-37.7033,145.0169,360
5419,Reservoir,u,SP,Ray,11.2,3073,2,1,2,-37.709,145.0219,360
5420,Reservoir,u,S,Ray,11.2,3073,2,1,1,-37.7104,145.0076,360
5421,Reservoir,u,S,Nelson,11.2,3073,2,1,1,-37.7093,145.0084,360
5422,Reservoir,h,S,Ray,11.2,3073,3,1,4,-37.6983,144.9941,360
5423,Reservoir,t,S,Nelson,11.2,3073,2,1,1,-37.7141,145.0047,360
5424,Reservoir,h,S,Nelson,11.2,3073,4,3,1,-37.7283,145.0072,360
5425,Reservoir,u,VB,Nelson,11.2,3073,2,1,1,-37.7261,144.9961,360
5426,Reservoir,h,S,hockingstuart,11.2,3073,3,1,2,-37.7184,144.9962,360
5427,Reservoir,h,SP,Fletchers,11.2,3073,3,2,3,-37.722,144.9922,360
5428,Reservoir,u,PI,Ray,11.2,3073,2,1,1,-37.7295,145.0243,360
5429,Reservoir,h,S,Nelson,11.2,3073,3,1,1,-37.7086,144.9919,360
5430,Reservoir,h,S,Ray,11.2,3073,3,1,1,-37.7038,145.0281,360
5431,Reservoir,h,S,Barry,11.2,3073,3,2,2,-37.704,145.0299,360
5432,Reservoir,h,PI,hockingstuart,11.2,3073,3,1,2,-37.7245,145.004,360
5433,Reservoir,h,S,Barry,11.2,3073,3,2,1,-37.6989,145.0212,360
5434,Reservoir,u,S,Ray,11.2,3073,3,1,2,-37.7277,145.0248,360
5435,Reservoir,h,S,Love,11.2,3073,3,2,2,-37.7061,145.0308,360
5436,Reservoir,u,SP,Love,11.2,3073,2,1,1,-37.7078,145.033,360
5437,Reservoir,h,S,Nelson,11.2,3073,3,2,1,-37.7066,145.0203,360
5438,Reservoir,u,S,Barry,11.2,3073,2,1,1,-37.7149,145.0009,360
5439,Reservoir,h,S,Nelson,11.2,3073,3,1,2,-37.7007,144.9815,360
5440,Reservoir,h,S,Nelson,11.2,3073,3,1,1,-37.692,144.9781,360
5441,Reservoir,h,S,RW,11.2,3073,3,2,2,-37.7196,144.997,360
5442,Reservoir,h,PI,Barry,11.2,3073,4,1,2,-37.6981,144.9989,360
5443,Reservoir,h,S,Barry,11.2,3073,3,1,2,-37.7022,145.0078,360
5444,Reservoir,u,S,Ray,11.2,3073,2,2,1,-37.7053,145.0173,360
5445,Reservoir,h,S,hockingstuart,11.2,3073,3,1,2,-37.7098,145.0031,360
5446,Reservoir,u,VB,hockingstuart,11.2,3073,3,1,2,-37.7108,145.0289,360
5447,Reservoir,h,S,Nelson,11.2,3073,3,2,1,-37.7238,144.9964,360
5448,Reservoir,t,S,hockingstuart,11.2,3073,3,1,1,-37.7186,145.0166,360
5449,Reservoir,h,S,Stockdale,11.2,3073,3,1,1,-37.7258,145.0129,360
5450,Reservoir,u,VB,Love,11.2,3073,2,1,1,-37.7112,144.9989,360
5451,Reservoir,u,S,Love,11.2,3073,2,1,1,-37.7112,144.9989,360
5452,Reservoir,u,SP,Barry,11.2,3073,3,1,2,-37.7097,144.9912,360
5453,Reservoir,u,SP,Barry,11.2,3073,2,1,1,-37.7098,145.0211,360
